0,1,2,3,4
-7.144190454921921,2.5924009612331433,21.8,16.6,130.0
-7.0400001841303315,2.2799994314571452,21.8,16.4,120.5
-6.397686821398366,2.840704725117636,21.8,16.2,129.5
-5.410587099024836,3.7796226324682203,21.8,16.2,115.0
-4.685796906463026,4.3592783062545495,21.8,16.0,117.5
-6.017582723511674,6.003223980970044,21.7,16.1,156.5
-6.620939858795862,5.9475335548619,21.7,15.7,165.0
-7.287046094494476,5.281946536714737,21.7,15.8,162.5
-7.787966278899386,5.440365910370923,21.7,15.8,160.0
-7.721217843306067,5.002278982245191,21.8,15.7,143.0
-7.2176601578730635,4.676043396446592,21.8,15.7,160.0
-6.58582408042762,3.7930095151027103,21.9,15.7,171.0
-6.537435828078862,3.467265896026848,21.9,15.8,155.5
-7.161194337489128,0.7465223779054766,22.1,15.8,130.5
-6.474553248669397,3.149628586062896,22.0,15.6,135.0
-6.256487673503331,2.909701357751494,21.9,16.0,142.0
-6.630444424673194,2.806636195042056,21.9,15.8,140.0
-5.6008300060631395,3.096886055892721,21.8,15.9,128.5
-5.539134539763048,3.5885914437845936,21.8,15.9,126.5
-6.00402752553506,3.598840573381565,21.8,15.7,135.5
-6.2392017604051135,3.5933774353604626,21.8,15.8,141.0
-6.256487673503331,2.909701357751494,21.8,15.8,118.5
-6.214895769358414,2.7595417329714174,21.8,15.7,132.0
-6.214616011262653,2.5037068184110276,21.7,15.7,130.5
-5.84508279393765,2.843414695751225,21.7,15.7,146.5
-5.431165640727833,3.38562251040742,21.7,15.8,111.5
-6.204780196641506,3.0183940616436087,21.7,15.6,122.0
-6.412512920416367,3.693193475231587,21.7,15.6,155.5
-6.256487673503331,2.909701357751494,21.7,15.7,136.0
-6.214616011262653,2.5037068184110276,21.7,15.8,117.0
-6.350737208180038,2.430665940156651,21.7,15.9,123.5
-6.469189358390033,2.0951346126903494,21.7,16.0,140.0
-6.346030629102851,1.813255430017642,21.8,16.2,142.5
-7.387207595366216,1.2958255835426689,22.1,16.1,128.5
-7.435344810006026,1.5734190657025993,22.1,16.1,139.0
-7.902599935202472,1.244553841397745,22.0,15.8,142.0
-7.879688101723963,1.3822139557788469,22.0,15.8,155.5
-7.3288739751944405,1.023526382521546,21.9,16.1,127.5
-7.265300086476792,1.4054944515864627,21.9,16.1,144.0
-6.919480154603432,1.5908470668324008,21.8,16.4,121.5
-7.084780903085588,1.75951116940864,21.8,16.4,126.0
-7.098818856389593,-0.12950229406286953,21.8,16.6,103.5
-6.7909713843004536,0.35029652811921186,21.8,16.7,109.0
-7.199002247688473,0.11986091012630111,21.8,16.4,117.0
-6.874246484209105,0.5955965701200453,21.8,16.1,137.0
-6.536563275173419,0.9128748817084058,21.8,16.3,106.5
-7.186883262967029,-2.763821442221691,22.1,15.8,103.0
-6.895990443756481,0.2351931113347146,21.7,15.8,131.5
-6.398935307168085,-0.11673446225385423,21.7,15.8,139.5
-6.499997939056925,-0.005176123619766212,21.8,15.9,108.0
-5.531819954641731,0.8711876889784215,21.9,16.3,102.5
-5.778352117161276,0.5006463922748207,22.0,16.3,129.5
-5.778352117161276,0.5006463922748207,22.1,16.3,124.5
-5.712773873749873,1.002105117939664,22.2,16.2,105.5
-5.9889635847984355,1.1585832641455975,22.1,16.4,85.5
-6.163509513557627,1.3042815939376808,22.2,16.1,99.0
-6.552625979690016,-1.3975309550387256,21.9,16.3,123.5
-6.106758278836072,1.0712158157286062,22.0,16.3,97.5
-5.890783853900101,1.1395900958809158,22.0,16.4,112.0
-6.826790525247007,1.950623265625039,21.9,16.8,108.5
-6.822022687637187,1.5684407701164516,21.9,16.8,107.5
-6.457009966584181,1.3663902412680466,21.9,16.7,118.0
-6.774619723568393,0.5869647357704794,21.9,16.6,117.0
-6.790404870711324,-0.3611117442287554,21.9,16.7,107.0
-7.089981556183882,-0.37704314470943584,21.9,16.6,106.0
-6.795670781741399,-0.24260796810130036,21.8,16.6,102.5
-6.773676300406468,-0.5977536092000986,21.8,16.9,92.5
-7.17812985298671,-3.051958684789326,22.1,16.8,107.5
-6.518001410454089,-1.0371391484841843,22.0,16.9,109.5
-6.076386093011684,-0.5362201494295002,22.1,17.0,118.0
-5.985064088115406,-0.42309320622210567,22.2,17.1,80.0
-5.809639081770442,-1.0286368356059876,22.3,17.3,127.5
-6.053983944445427,-0.7478491829219187,22.3,17.1,103.5
-6.762218731651107,-0.715819687705566,22.3,17.1,94.5
-6.674156266130212,-1.3021667079428882,22.2,17.3,88.0
-7.3080621874788285,-1.1628529846640856,22.1,17.1,114.0
-7.164903050404493,-1.3979142599975123,22.1,17.2,107.5
-6.695855212887966,-1.1855475393424941,22.0,17.2,102.0
-6.663701632856243,-1.7902738752126879,22.0,17.2,92.0
-7.015891404033869,-2.0167468375588595,22.0,17.1,99.0
-6.846188115646584,-2.2292842540105746,22.0,17.1,98.0
-6.760277018839666,-1.816219873404176,21.9,16.9,100.5
-6.65601622354529,-2.1673596913991693,21.9,17.0,116.0
-6.4548255919334485,-1.3766722840679981,21.9,16.7,103.5
-6.596903214245371,-1.6495053749167035,21.9,16.8,106.5
-7.0897290489402,-1.2552856298920525,21.9,16.6,135.0
-7.3080621874788285,-1.1628529846640856,21.9,16.7,134.0
-7.553314115529222,-2.3146157072280937,22.1,16.9,129.0
-7.995351239137948,0.2726876653156111,22.0,16.9,135.5
-7.670192281342618,-0.6768680574765823,22.1,16.7,105.0
-7.505577381735012,-1.1942814437090608,22.1,16.8,141.5
-7.089853970797561,-2.446215581825538,22.1,16.7,120.0
-7.511789738001113,-2.4460202231504913,22.1,16.3,141.0
-7.60687568405176,-2.4769825044561937,22.0,16.6,143.5
-8.12969921984787,-2.8049938671599497,22.0,16.6,165.0
-7.880864316859962,-2.26538685862776,21.9,16.7,134.5
-8.019631796038526,-1.710411019599634,21.9,16.6,135.0
-6.498918294861849,-1.1506784940677148,21.9,17.0,98.5
-6.9130317989664585,-1.0999960665741348,21.9,17.0,108.5
-7.184385357074861,-2.4788317895832117,22.1,17.1,105.5
-7.381579042009001,-0.5218149543405971,21.9,17.4,100.0
-8.29861922648361,-0.1513900057354672,21.8,17.3,105.0
-8.338263209249728,1.0165464343906958,21.9,17.1,118.5
-7.781192000452414,1.3649362813316113,22.0,16.6,112.5
-6.398935307168085,-0.11673446225385423,22.1,16.2,123.5
-6.452227483348003,0.7866133123261336,22.1,16.4,103.5
-6.365506077768114,0.6635754470270903,22.1,16.6,110.0
-6.65267693526855,1.4077960061549573,22.1,16.7,123.0
-7.399997653695577,-0.005892817659426149,22.1,16.7,110.5
-5.985817883385523,2.533768787190745,22.1,16.9,102.5
-5.755158443261687,2.7996698542781298,22.0,16.8,107.0
-5.843594159843987,2.3542317844760405,22.0,17.0,100.0
-5.6217715327131375,2.6145142634868495,21.9,17.2,98.5
-5.755158443261687,2.7996698542781298,21.9,17.3,85.0
-5.803243395026353,1.8794589907957546,21.9,17.3,80.5
-5.261196206872258,1.6030640887977512,21.9,17.5,78.5
-7.260655369954255,0.7568907442652748,22.1,17.5,95.5
-6.849729908883565,2.2183778252015465,21.9,17.0,109.0
-6.696573730313776,1.6630995984821393,21.9,17.0,101.5
-5.548170545428927,1.6905039481867192,21.9,17.2,74.5
-5.672966774501035,1.620940460167286,21.8,17.1,79.5
-5.920159384770149,1.4702764566291375,21.9,17.3,74.5
-5.893792735908934,2.7410230181716972,21.9,17.4,79.5
-6.204780196641506,3.0183940616436087,22.0,17.5,81.5
-7.781192000452414,1.3649362813316113,22.1,17.6,123.0
-6.4321928197722045,1.4788155832526544,22.1,17.5,90.5
-6.121860548407986,2.466338059927281,22.2,17.7,97.5
-6.337075249838516,2.175195917126573,22.2,17.3,102.0
-6.2613429978998125,1.3249844763811363,22.2,17.4,78.0
-5.890783853900101,1.1395900958809158,22.1,17.3,86.5
-5.940709191298484,2.63779724475209,22.1,17.3,103.0
-6.242492037154358,2.142730306423191,22.0,17.2,100.0
-6.088648807896503,1.9718914001791525,22.0,17.2,86.0
-6.580175419007032,2.3877377274515794,22.0,17.2,92.0
-6.7711487883906525,2.7279193693135073,22.0,17.2,104.0
-6.499997939056925,-0.005176123619766212,21.9,17.3,103.5
-6.863904251245319,2.765288127797254,22.1,17.5,107.0
-6.763161052844857,1.805450795032213,21.9,17.4,90.5
-7.729326917536979,2.063372337179672,21.9,17.2,130.5
-7.193948054077108,3.499587317847662,21.9,17.1,113.0
-7.311642081598134,3.2465196858487264,21.8,17.3,97.5
-6.800530079894925,3.162718867121189,21.8,17.3,99.5
-7.658241927511222,2.931097163130079,21.8,17.6,111.5
-9.025816766944654,2.2415690240411443,22.1,17.4,109.5
-8.288055530841493,3.50829524380257,21.9,17.3,118.0
-7.850406652785027,2.6946456883806804,21.9,17.5,94.0
-7.850406652785027,2.6946456883806804,22.0,17.4,91.5
-7.65264902817783,2.33172958370582,22.1,17.3,101.5
-8.155804662140396,0.8502060415034594,22.1,17.1,130.0
-10.298572659887679,0.1714676908751252,22.1,17.3,106.0
-7.3288739751944405,1.023526382521546,22.0,17.6,115.0
-6.699071536043441,0.11153723581197464,22.0,17.7,95.5
-7.49999762198876,-0.005972450330499475,21.9,17.3,109.5
-7.632710331067767,2.037580182964926,22.1,17.2,102.0
-8.253884628338852,-0.8737210894053233,21.9,16.9,138.5
-7.398768948913097,-0.13497422198101894,21.9,16.8,123.0
-7.695525567670275,0.26246187786627573,21.9,16.6,129.5
-7.995351239137948,0.2726876653156111,21.9,16.6,135.0
-7.598735677262099,-0.13862217392645187,21.9,16.5,123.5
-7.598946817004499,0.12651984957776227,21.9,16.7,132.0
-7.598946817004499,0.12651984957776227,21.9,16.7,108.0
-6.6911041580607415,0.345145108588047,21.9,17.1,92.0
-7.570039869050354,1.880025633066766,22.1,17.2,76.5
-5.5962446612050964,1.08261059108687,21.9,17.4,83.5
-7.78144943946797,0.5376287018041521,22.0,17.0,128.0
-8.394395755887842,-1.3357095094114495,22.0,16.7,130.0
-7.129201191477264,-1.0072191278163685,22.0,16.6,119.0
-5.883771236990329,2.251940503380427,21.9,17.0,114.5
-5.54614785316307,2.012521798852046,21.9,17.1,97.0
-4.903750940670385,1.4011519231954506,21.9,17.2,90.5
-5.6008300060631395,3.096886055892721,22.1,16.9,125.0
-5.893728377487284,2.4947877289262723,21.9,16.7,120.0
-5.32756770690944,1.7254049751567584,21.9,16.6,97.0
-5.076135323233997,1.8419691040340758,21.9,16.8,94.0
-5.410528842275885,1.4443606360257704,21.9,16.6,93.5
-5.250778130684193,2.903330677399426,21.9,16.5,90.0
-5.843594159843987,2.3542317844760405,21.9,16.8,107.5
-6.1148558459655415,2.974649220170513,21.9,16.8,105.0
-6.3884467256657675,3.532385657502635,21.9,16.5,128.5
-7.377490589364242,2.5323176348637717,22.1,16.6,120.5
-7.013557442492194,1.1045415342404987,22.0,16.5,116.5
-5.769118753729865,1.6484140272887655,22.1,16.3,100.0
-5.5768147952722025,1.5934668930458067,22.2,16.3,112.5
-5.616298982084572,2.854327546697434,22.3,16.2,125.0
-5.455208258857548,3.534218846151494,22.3,16.2,139.0
-5.600889567000577,3.4914232138576513,22.3,16.3,120.0
-5.617459859792567,2.377844554132853,22.2,16.1,120.0
-5.101550457006656,2.0552817166060673,22.2,16.1,121.0
-5.417285569935225,0.9502720945979573,22.1,16.2,88.0
-5.617459859792567,2.377844554132853,22.1,16.3,109.5
-5.674992761049417,1.9479366422029012,22.1,16.3,101.0
-5.395461040557831,2.6246904883857463,22.1,16.5,110.0
-5.259708570523648,2.673100400875375,22.1,16.4,102.5
-4.843962879058763,2.150819291874781,22.1,16.3,97.5
-4.631678376841332,2.7762484423229217,22.1,16.6,78.0
-3.916625216068837,2.9444943397557655,22.1,16.7,71.0
-3.672830844884235,3.5384055144749813,22.0,17.0,90.5
-4.003988401462214,3.4724741728277917,22.0,17.0,70.5
-3.2675505460937457,-0.46164210024916885,22.1,16.6,59.5
-3.533749096258844,1.874197781636134,22.2,17.4,60.5
-5.660940238361627,3.393192540616904,22.2,17.0,97.0
-4.754758359749099,3.321486555805406,22.3,17.6,92.0
-5.600889567000577,3.4914232138576513,22.4,17.3,113.5
-3.679125725388731,4.221851951073467,22.5,17.5,95.5
-4.539365753136057,4.223050859184095,22.5,17.5,101.0
-4.00761909372701,4.598803018133598,22.5,17.6,107.5
-6.50074268392227,1.1403265135175487,22.1,17.2,111.5
-4.894938529952978,3.2938695766502017,22.3,17.5,72.5
-6.272404645859448,3.3267010624041378,22.3,17.5,92.5
-7.1760634452683965,3.9678852591125486,22.3,17.2,94.5
-5.505768160284715,3.9908040499622457,22.3,17.2,107.5
-5.770613493273322,3.5972239173078835,22.2,17.3,121.0
-4.918715544568033,3.4360205749711095,22.2,17.1,79.5
-4.396211977220123,3.3050446670727975,22.2,17.3,84.0
-4.811115858185552,3.7500885588363766,22.2,17.3,92.5
-4.39299375564585,4.232210517313213,22.2,17.3,94.5
-4.984091466367247,4.172389274131213,22.2,17.2,91.5
-5.214126457122658,4.364961086783422,22.2,17.3,88.0
-4.986098764085022,4.324213120879891,22.2,16.8,96.0
-4.612340126352174,4.143225622488066,22.3,17.7,86.5
-5.674196438633482,4.750104712087842,22.3,17.4,112.0
-6.234627894966719,4.687154255121422,22.4,16.9,131.5
-5.597518108381678,4.685914107870438,22.5,17.1,118.5
-5.600889567000577,3.4914232138576513,22.5,17.4,87.5
-5.545957120360101,3.194113275875967,22.5,17.0,122.5
-5.348856173413878,2.7184071873308895,22.4,17.0,107.5
-4.8807438126066565,2.065996088017069,22.4,16.9,88.0
-5.170137829219811,1.8760796429976696,22.5,17.0,99.0
-4.180908212882828,2.920617488725443,22.3,17.0,94.5
-3.6881883371143935,2.2107163522201043,22.3,16.8,75.5
-2.839347063847211,2.2131670183296652,22.3,16.7,61.0
-2.5622482730385805,2.9402183230690215,22.3,16.9,60.5
-2.652430151957816,3.510643002212706,22.3,16.8,68.0
-2.708551585051858,3.718030165438826,22.3,16.9,82.5
-1.7667414030625839,4.355298475960569,22.3,16.9,91.5
-1.6450135212618207,5.038246769945452,22.3,16.8,74.5
-1.9227606470598817,5.25956191085511,22.3,16.8,93.0
-2.077650182605227,4.8757942654218365,22.3,16.9,86.0
-2.5772116542152035,3.810246722900937,22.3,17.1,72.0
-3.916625216068837,2.9444943397557655,22.4,17.1,95.0
-3.8115324360438883,3.0793214332033196,22.6,17.2,98.5
-4.457270107288126,3.865584456544146,22.6,17.1,98.0
-3.6813447249718476,3.6725605530640273,22.7,16.7,82.5
-4.129326120213536,2.993103037471684,22.8,16.8,99.0
-4.202819267874542,2.5191884013670958,22.7,16.8,111.5
-4.332779000281329,2.4954009967780992,22.6,16.5,88.5
-3.8128455202475697,2.195952877164727,22.5,16.8,84.5
-3.4144219787598207,3.6526322769972164,22.5,16.6,93.5
-3.8192138225709242,4.231265269098971,22.4,16.9,92.5
-4.233883253662178,4.529264023476548,22.4,17.1,114.5
-4.681058919950496,4.509732518448506,22.4,16.8,121.5
-3.8624162336978696,4.591485689585362,22.4,17.0,111.5
-4.909910457084572,4.410530501358263,22.5,17.1,100.0
-4.400622752111831,5.824475890034716,22.4,17.0,140.0
-4.2021164202645265,6.452303277942168,22.3,16.8,125.5
-3.529939654964214,6.617365490307387,22.3,16.8,129.0
-3.6082724976981955,6.230599456100097,22.3,16.6,143.0
-3.601814074512451,5.530545666807572,22.4,17.1,96.0
-3.332836091221204,4.746809832830189,22.4,17.2,92.5
-4.097306374511785,4.38315873239666,22.4,17.3,101.5
-4.683910960201081,4.0621395984023225,22.5,17.2,98.0
-4.029017934936588,4.310106086856716,22.6,17.4,112.0
-3.239278982571752,5.168855934640558,22.7,17.3,117.5
-3.9786452279367235,5.265964503319058,22.8,17.3,130.5
-3.76157150801846,4.802143249640073,22.7,17.1,107.5
-3.6772327106687897,4.86702779852216,22.7,17.3,92.5
-3.7558641766358027,4.017895504696938,22.6,17.3,98.5
-3.468959452377318,3.460682059618026,22.5,17.2,81.5
-3.960896009188881,3.815927515610274,22.5,17.4,98.5
-3.8924410557861955,4.164000795776826,22.5,17.2,78.0
-3.4820297043857633,3.995681310837388,22.5,17.3,87.0
-3.8192138225709242,4.231265269098971,22.5,17.3,84.5
-3.4532459745743243,4.408524950489247,22.5,17.3,84.0
-3.970823546028622,4.891069450161659,22.5,17.1,99.0
-3.797797717575963,5.0266024804409195,22.4,17.0,114.0
-4.681058919950496,4.509732518448506,22.4,17.1,100.5
-3.9077946008535647,4.81343342714322,22.4,17.0,108.5
-4.173287869818632,3.882482241507958,22.5,17.0,85.5
-3.8192138225709242,4.231265269098971,22.4,17.0,91.5
-4.337891347544351,3.381227389114766,22.5,17.0,90.5
-4.337891347544351,3.381227389114766,22.5,17.1,100.0
-4.672779767339632,3.264219546222554,22.6,17.1,98.5
-4.867724292519043,3.1536106627197946,22.7,17.1,101.0
-5.489396594774912,3.290368524234574,22.8,17.1,104.5
-6.914774943302163,1.0889846112230268,22.8,17.2,121.0
-5.729384953021793,0.9023015350133652,22.8,16.7,98.0
-5.1851746701357815,1.0972527695031284,22.7,16.7,84.5
-5.087341185793598,1.0765498870596732,22.6,17.1,74.0
-4.693759633266491,0.24211671796474937,22.6,16.5,114.5
-4.349109978586982,-2.0310692735983045,22.5,17.0,78.5
-3.8149921623970537,-2.386594812876508,22.5,17.3,75.5
-5.469441621188396,-0.5789718062324432,22.5,17.3,101.5
-5.711170622757383,-1.0112023129685979,22.5,17.3,108.0
-5.757372215910526,0.7019011094602423,22.5,16.9,102.0
-6.384779027255771,0.441131242505971,22.5,16.8,133.0
-6.16658401283786,0.6428387143074937,22.5,17.1,114.0
-5.967661947907606,0.6221019815878971,22.5,17.3,105.0
-6.384779027255771,0.441131242505971,22.5,17.4,102.0
-6.895990443756481,0.2351931113347146,22.5,17.0,123.5
-6.991260589927141,-1.2378511072546627,22.5,16.9,120.5
-7.243153948756785,-1.945949864361617,22.6,16.7,140.5
-6.207941176615277,-3.4454994337083455,22.5,16.6,155.0
-6.076386093011684,-0.5362201494295002,22.8,16.6,141.0
-5.594513340726795,-1.0915220934227152,22.8,16.4,113.5
-5.080257225304851,-0.4483152069000739,22.8,16.4,105.0
-4.4971350761523965,-0.1605493906552723,22.8,16.3,106.0
-5.036637453532705,-0.8014257056468697,22.7,16.4,92.0
-5.2607695271298365,-1.2183201477535024,22.5,16.6,108.5
-5.877160319470318,-0.518639160923615,22.6,16.6,124.5
-5.996180101536529,-0.21406585420702973,22.6,16.8,127.0
-5.999998097591008,-0.00477796026439958,22.6,16.5,103.5
-5.599223970424368,0.0932251523204564,22.6,16.9,111.0
-5.121797266120576,0.8984390712562504,22.6,17.1,118.0
-5.729384953021793,0.9023015350133652,22.5,16.8,114.0
-6.948552674374772,0.8471220286589132,22.5,16.7,129.5
-6.400449835848791,-1.1332439714303253,22.6,16.8,138.0
-6.892792130914083,-1.2204165846172732,22.6,16.6,152.0
-7.182076905738487,-0.5077118474665269,22.6,17.0,117.5
-6.384068360656434,-0.4512994199702461,22.6,17.0,111.5
-5.557755752277769,-0.6865500695676631,22.7,17.0,133.5
-5.496363983871939,-1.0723725830117903,22.9,16.9,134.0
-6.437524437670793,0.8990434441067633,22.5,16.9,130.0
-6.24987864987402,1.7857818628961626,22.5,17.0,129.5
-4.927445909929824,1.3153998649520409,23.0,17.3,95.5
-4.489297753539214,0.31017040488701086,23.0,17.7,90.5
-3.785019934525177,0.940012816533383,23.0,18.1,75.0
-4.194423502067927,0.21635962030892497,23.0,17.9,91.5
-4.863986872062341,0.5929854200612392,23.0,17.7,90.5
-4.7754158813460315,1.0979085390815162,23.0,17.9,86.5
-4.561434280068804,1.1328359583863847,23.0,18.1,77.5
-4.11279867089895,1.8261673232899085,23.0,18.2,73.5
-3.5914907300313135,1.520261272314447,23.0,18.2,58.5
-3.4979661671228524,0.11930085357557986,23.0,18.3,73.0
-3.9999987317273384,-0.0031853068429330534,23.0,18.2,76.5
-5.099151572899567,-0.09302277460854008,23.0,18.3,82.5
-5.072512655721465,0.5287866843497125,23.0,18.2,85.0
-4.50034027974049,0.9523325923989415,23.0,18.3,107.0
-4.4959313040544755,1.3698911304271693,23.4,18.4,91.0
-6.999997780522842,-0.005574286975132844,14.2,9.1,180.0
-6.395925441638965,-0.22833691115416507,14.2,8.5,170.0
-5.612702163744325,-0.9937677903312083,14.2,8.9,122.0
-4.925344685154614,-1.3232459077658996,14.2,9.2,128.0
-5.021407069055597,-2.9026661962475937,14.2,9.3,145.5
-5.486447891885849,-3.8456325265970652,14.2,8.9,151.0
-4.548209874423241,-5.055075364245218,14.2,8.8,127.0
-3.498390718501717,-6.0631066608382405,14.2,9.2,121.0
-3.936434422283076,-5.421668012619817,14.2,9.4,135.5
-4.221384131187665,-7.029930015082438,14.2,9.4,130.5
-4.736228942527298,-7.297817167068982,14.2,10.1,120.5
-4.502272588005883,-7.209683872632059,14.2,10.5,119.5
-3.4972686632571595,-4.99791075320473,14.2,10.3,85.5
-3.601818070404706,-5.767747098105647,14.2,10.1,102.0
-5.718396393173688,-6.81981984296786,14.2,10.8,123.0
-2.927107001132625,-6.578149025669787,14.2,10.4,122.0
-3.436785372956793,-8.101142283667794,14.2,11.3,101.5
-4.012968856893082,-8.61081186379114,14.2,11.5,91.5
-4.397976903259301,-7.622191230768075,14.2,11.3,88.5
-3.585930346458727,-6.473106174808691,14.2,11.4,67.5
-3.7243971250579584,-7.640606393137918,14.2,11.4,84.5
-2.342946207471655,-6.808127721253046,14.2,11.4,72.0
-0.9257397991440872,-7.543408104052217,14.2,11.6,62.5
-1.3731368676998308,-7.0678494001049215,14.2,11.4,76.0
-1.9485669367133596,-5.3565928436971495,14.2,11.3,68.0
-0.4531875894800612,-6.484182370101974,14.2,11.2,87.5
-1.0353668806216765,-8.436706432163664,14.2,11.3,84.0
-2.688496281200243,-8.79840825069924,14.2,11.4,92.5
-2.4316939341057386,-9.080025584260948,14.2,11.2,97.5
-2.2591103975865248,-7.88266580615444,14.2,11.0,94.5
-1.9836091295881684,-6.921365098086826,14.2,11.0,75.5
-2.149166851007278,-5.60188199148567,14.2,10.9,109.5
-1.9458527766232725,-5.991966035593618,14.2,11.1,79.5
-1.5004068955120515,-5.602568977522711,14.2,11.1,84.0
-0.6097816944301608,-6.9733898704387585,14.2,11.4,49.0
-4.176356916362805,-4.980767301043943,15.0,11.1,63.0
-4.91323691810673,-3.4438500238182677,15.1,10.6,81.0
-4.752877948364123,-4.135232908549897,15.2,10.6,77.5
-3.774313079921842,-4.664178467289916,15.1,10.3,95.0
-2.9941677222873726,-4.61356257688269,15.1,10.5,83.5
-3.04860713541987,-4.697445532826011,15.0,10.6,75.0
-4.375665412779669,-3.8070398205697464,14.9,10.4,83.0
-5.826464252633993,-4.722532616380559,14.9,10.3,99.5
-5.268634879103846,-6.28342951824005,14.9,10.3,95.0
-5.680550354016916,-5.490113630470529,14.9,10.4,105.0
-5.032417439895789,-6.218904623053221,14.9,10.3,96.0
-4.9352312159966925,-6.797315120299471,15.0,10.3,118.0
-5.685262343029052,-6.318844205306522,15.0,10.6,119.5
-5.199000869104367,-4.065758227323905,15.0,10.7,96.0
-4.176356916362805,-4.980767301043943,15.0,10.5,88.5
